"ParentID","CurveName","Ordinal","vA","vB","vC","vD","vN","vK","vR"
49590,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
49600,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
49615,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
49615,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
49615,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
49636,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
49636,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
49636,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
49641,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
49682,"Extremely Inverse",10,5.64,0.02,1.00,,2.00,0.00,
49682,"Inverse",30,0.01,0.02,1.00,,0.02,0.00,
49682,"Very Inverse",20,3.92,0.09,1.00,,2.00,0.00,
49687,"Extremely Inverse",10,5.64,0.02,1.00,,2.00,0.00,
49687,"Inverse",30,0.01,0.02,1.00,,0.02,0.00,
49687,"Very Inverse",20,3.92,0.09,1.00,,2.00,0.00,
49692,"Extremely Inverse",10,5.64,0.02,1.00,,2.00,0.00,
49692,"Inverse",30,0.01,0.02,1.00,,0.02,0.00,
49692,"Very Inverse",20,3.92,0.09,1.00,,2.00,0.00,
49697,"Extremely Inverse",10,5.64,0.02,1.00,,2.00,0.00,
49697,"Inverse",30,0.01,0.02,1.00,,0.02,0.00,
49697,"Very Inverse",20,3.92,0.09,1.00,,2.00,0.00,
49702,"Extremely Inverse",10,5.64,0.02,1.00,,2.00,0.00,
49702,"Inverse",30,0.01,0.02,1.00,,0.02,0.00,
49702,"Very Inverse",20,3.92,0.09,1.00,,2.00,0.00,
49707,"Extremely Inverse",10,5.64,0.02,1.00,,2.00,0.00,
49707,"Inverse",30,0.01,0.02,1.00,,0.02,0.00,
49707,"Very Inverse",20,3.92,0.09,1.00,,2.00,0.00,
49726,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
49741,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
49741,"Inverse",30,0.05,0.11,1.00,,0.02,0.00,
49741,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
50109,"Gnd Trip Delay",10,0.00,1.00,0.00,,1.00,0.00,
50945,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
50956,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
50956,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
50956,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
51009,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
51020,"Extremely Inverse",10,28.20,0.12,1.00,,2.00,0.00,
51020,"Moderately Inverse",30,0.05,0.11,1.00,,0.02,0.00,
51020,"Very Inverse",20,19.61,0.49,1.00,,2.00,0.00,
51509,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
51543,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
51577,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
51612,"I^2 T",10,100.00,0.00,0.00,,2.00,0.00,
54456,"IEEE Extremely Inv.",10,28.20,0.12,1.00,,2.00,0.00,
54456,"IEEE Moderately Inv.",30,0.05,0.11,1.00,,0.02,0.00,
54456,"IEEE Very Inv.",20,19.61,0.49,1.00,,2.00,0.00,
54473,"IEEE Extremely Inv.",10,28.20,0.12,1.00,,2.00,0.00,
54473,"IEEE Moderately Inv.",30,0.05,0.11,1.00,,0.02,0.00,
54473,"IEEE Very Inv.",20,19.61,0.49,1.00,,2.00,0.00,
54489,"IEEE Extremely Inv.",10,28.20,0.12,1.00,,2.00,0.00,
54489,"IEEE Moderately Inv.",30,0.05,0.11,1.00,,0.02,0.00,
54489,"IEEE Very Inv.",20,19.61,0.49,1.00,,2.00,0.00,
54504,"IEEE Extremely Inv.",10,28.20,0.12,1.00,,2.00,0.00,
54504,"IEEE Moderately Inv.",30,0.05,0.11,1.00,,0.02,0.00,
54504,"IEEE Very Inv.",20,19.61,0.49,1.00,,2.00,0.00,
54520,"IEEE Extremely Inv.",10,28.20,0.12,1.00,,2.00,0.00,
54520,"IEEE Moderately Inv.",30,0.05,0.11,1.00,,0.02,0.00,
54520,"IEEE Very Inv.",20,19.61,0.49,1.00,,2.00,0.00,
54536,"IEEE Extremely Inv.",10,28.20,0.12,1.00,,2.00,0.00,
54536,"IEEE Moderately Inv.",30,0.05,0.11,1.00,,0.02,0.00,
54536,"IEEE Very Inv.",20,19.61,0.49,1.00,,2.00,0.00,
54727,"I^2T=K=1",10,1.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=1.25",20,1.25,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=1.5",30,1.50,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=10",110,10.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=100",210,100.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=12.5",120,12.50,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=16",130,16.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=2",40,2.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=2.5",50,2.50,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=20",140,20.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=25",150,25.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=3",60,3.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=30",160,30.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=4",70,4.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=40",170,40.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=5",80,5.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=50",180,50.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=6",90,6.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=65",190,65.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=8",100,8.00,0.00,0.00,,2.00,0.00,
54727,"I^2T=K=80",200,80.00,0.00,0.00,,2.00,0.00,
55440,"IEEE Extremely Inverse",30,28.20,0.12,1.00,,2.00,0.02,
55440,"IEEE Moderately Inverse",10,0.05,0.11,1.00,,0.02,0.02,
55440,"IEEE Very Inverse",20,19.61,0.49,1.00,,2.00,0.02,
56060,"I^2T",10,1.00,0.00,0.00,,2.00,0.00,
56141,"U1, US Moderately Inv",10,0.01,0.02,1.00,,0.02,0.00,
56141,"U2, US Inverse",20,5.95,0.18,1.00,,2.00,0.00,
56141,"U3, US Very Inverse",30,3.88,0.09,1.00,,2.00,0.00,
56141,"U4, US Extremely Inverse",40,5.67,0.03,1.00,,2.00,0.00,
56141,"U5, US Short-Time Inv",50,3.42e-03,2.62e-03,1.00,,0.02,0.00,
56151,"U1, US Moderately Inv",10,0.01,0.02,1.00,,0.02,0.00,
56151,"U2, US Inverse",20,5.95,0.18,1.00,,2.00,0.00,
56151,"U3, US Very Inverse",30,3.88,0.09,1.00,,2.00,0.00,
56151,"U4, US Extremely Inverse",40,5.67,0.03,1.00,,2.00,0.00,
56151,"U5, US Short-Time Inv",50,3.42e-03,2.62e-03,1.00,,0.02,0.00,
56166,"U1, US Moderately Inv",10,0.01,0.02,1.00,,0.02,0.00,
56166,"U2, US Inverse",20,5.95,0.18,1.00,,2.00,0.00,
56166,"U3, US Very Inverse",30,3.88,0.09,1.00,,2.00,0.00,
56166,"U4, US Extremely Inverse",40,5.67,0.03,1.00,,2.00,0.00,
56166,"U5, US Short-Time Inv",50,3.42e-03,2.62e-03,1.00,,0.02,0.00,
56176,"U1, US Moderately Inv",10,0.01,0.02,1.00,,0.02,0.00,
56176,"U2, US Inverse",20,5.95,0.18,1.00,,2.00,0.00,
56176,"U3, US Very Inverse",30,3.88,0.09,1.00,,2.00,0.00,
56176,"U4, US Extremely Inverse",40,5.67,0.03,1.00,,2.00,0.00,
56176,"U5, US Short-Time Inv",50,3.42e-03,2.62e-03,1.00,,0.02,0.00,
56186,"U1, US Moderately Inv",10,0.01,0.02,1.00,,0.02,0.00,
56186,"U2, US Inverse",20,5.95,0.18,1.00,,2.00,0.00,
56186,"U3, US Very Inverse",30,3.88,0.09,1.00,,2.00,0.00,
56186,"U4, US Extremely Inverse",40,5.67,0.03,1.00,,2.00,0.00,
56186,"U5, US Short-Time Inv",50,3.42e-03,2.62e-03,1.00,,0.02,0.00,
56201,"U1, US Moderately Inv",10,0.01,0.02,1.00,,0.02,0.00,
56201,"U2, US Inverse",20,5.95,0.18,1.00,,2.00,0.00,
56201,"U3, US Very Inverse",30,3.88,0.09,1.00,,2.00,0.00,
56201,"U4, US Extremely Inverse",40,5.67,0.03,1.00,,2.00,0.00,
56201,"U5, US Short-Time Inv",50,3.42e-03,2.62e-03,1.00,,0.02,0.00,
56211,"U1, US Moderately Inv",10,0.01,0.02,1.00,,0.02,0.00,
56211,"U2, US Inverse",20,5.95,0.18,1.00,,2.00,0.00,
56211,"U3, US Very Inverse",30,3.88,0.09,1.00,,2.00,0.00,
56211,"U4, US Extremely Inverse",40,5.67,0.03,1.00,,2.00,0.00,
56211,"U5, US Short-Time Inv",50,3.42e-03,2.62e-03,1.00,,0.02,0.00,
56221,"U1, US Moderately Inv",10,0.01,0.02,1.00,,0.02,0.00,
56221,"U2, US Inverse",20,5.95,0.18,1.00,,2.00,0.00,
56221,"U3, US Very Inverse",30,3.88,0.09,1.00,,2.00,0.00,
56221,"U4, US Extremely Inverse",40,5.67,0.03,1.00,,2.00,0.00,
56221,"U5, US Short-Time Inv",50,3.42e-03,2.62e-03,1.00,,0.02,0.00,
56231,"U1, US Moderately Inv",10,0.01,0.02,1.00,,0.02,0.00,
56231,"U2, US Inverse",20,5.95,0.18,1.00,,2.00,0.00,
56231,"U3, US Very Inverse",30,3.88,0.09,1.00,,2.00,0.00,
56231,"U4, US Extremely Inverse",40,5.67,0.03,1.00,,2.00,0.00,
56231,"U5, US Short-Time Inv",50,3.42e-03,2.62e-03,1.00,,0.02,0.00,
56992,"U1, US Moderately Inv",10,0.01,0.02,1.00,,0.02,0.00,
56992,"U2, US Inverse",20,5.95,0.18,1.00,,2.00,0.00,
56992,"U3, US Very Inverse",30,3.88,0.09,1.00,,2.00,0.00,
56992,"U4, US Extremely Inverse",40,5.64,0.02,1.00,,2.00,0.00,
56992,"U5, US Short-Time Inv",50,3.42e-03,2.62e-03,1.00,,0.02,0.00,
57007,"U1, US Moderately Inv",10,0.01,0.02,1.00,,0.02,0.00,
57007,"U2, US Inverse",20,5.95,0.18,1.00,,2.00,0.00,
57007,"U3, US Very Inverse",30,3.88,0.09,1.00,,2.00,0.00,
57007,"U4, US Extremely Inverse",40,5.64,0.02,1.00,,2.00,0.00,
57007,"U5, US Short-Time Inv",50,3.42e-03,2.62e-03,1.00,,0.02,0.00,
57022,"U1, US Moderately Inv",10,0.01,0.02,1.00,,0.02,0.00,
57022,"U2, US Inverse",20,5.95,0.18,1.00,,2.00,0.00,
57022,"U3, US Very Inverse",30,3.88,0.09,1.00,,2.00,0.00,
57022,"U4, US Extremely Inverse",40,5.64,0.02,1.00,,2.00,0.00,
57022,"U5, US Short-Time Inv",50,3.42e-03,2.62e-03,1.00,,0.02,0.00,
58618,"Definite Inverse",70,0.47,0.21,1.00,,1.56,0.00,
58618,"Extremely Inverse",60,5.64,0.02,1.00,,2.00,0.00,
58618,"Inverse",10,8.93,0.17,1.00,,2.09,0.00,
58618,"Long Inverse",30,5.61,2.18,1.00,,1.00,0.00,
58618,"Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
58618,"Short Inverse",20,0.26,0.03,1.00,,1.29,0.00,
58618,"Very Inverse",50,3.92,0.09,1.00,,2.00,0.00,
58633,"Definite Inverse",70,0.47,0.21,1.00,,1.56,0.00,
58633,"Extremely Inverse",60,5.64,0.02,1.00,,2.00,0.00,
58633,"Inverse",10,8.93,0.17,1.00,,2.09,0.00,
58633,"Long Inverse",30,5.61,2.18,1.00,,1.00,0.00,
58633,"Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
58633,"Short Inverse",20,0.26,0.03,1.00,,1.29,0.00,
58633,"Very Inverse",50,3.92,0.09,1.00,,2.00,0.00,
58706,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
58706,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
58706,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
58706,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
58706,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
58706,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
58706,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
58727,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
58727,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
58727,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
58727,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
58727,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
58727,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
58727,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
58805,"D, Definite Time",30,0.47,0.21,1.00,,1.56,0.00,
58805,"E, Extremely Inverse",70,28.27,0.12,1.00,,2.00,0.00,
58805,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
58805,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
58805,"M, Moderately Inverse",40,0.05,0.09,1.00,,0.02,0.00,
58805,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
58805,"V, Very Inverse",60,19.13,0.48,1.00,,2.00,0.00,
58820,"D, Definite Time",30,0.47,0.21,1.00,,1.56,0.00,
58820,"E, Extremely Inverse",70,28.27,0.12,1.00,,2.00,0.00,
58820,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
58820,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
58820,"M, Moderately Inverse",40,0.05,0.09,1.00,,0.02,0.00,
58820,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
58820,"V, Very Inverse",60,19.13,0.48,1.00,,2.00,0.00,
58825,"D, Definite Time",30,0.47,0.21,1.00,,1.56,0.00,
58825,"E, Extremely Inverse",70,28.27,0.12,1.00,,2.00,0.00,
58825,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
58825,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
58825,"M, Moderately Inverse",40,0.05,0.09,1.00,,0.02,0.00,
58825,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
58825,"V, Very Inverse",60,19.13,0.48,1.00,,2.00,0.00,
58840,"D, Definite Time",30,0.47,0.21,1.00,,1.56,0.00,
58840,"E, Extremely Inverse",70,28.27,0.12,1.00,,2.00,0.00,
58840,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
58840,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
58840,"M, Moderately Inverse",40,0.05,0.09,1.00,,0.02,0.00,
58840,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
58840,"V, Very Inverse",60,19.13,0.48,1.00,,2.00,0.00,
58865,"Def Time",70,0.47,0.21,1.00,,1.56,0.00,
58865,"Ext Inv",60,5.64,0.02,1.00,,2.00,0.00,
58865,"Inv",10,8.93,0.17,1.00,,2.09,0.00,
58865,"Long Inv",30,5.61,2.18,1.00,,1.00,0.00,
58865,"Mod Inv",40,0.01,0.02,1.00,,0.02,0.00,
58865,"Short Inv",20,0.26,0.03,1.00,,1.29,0.00,
58865,"Very Inv",50,3.92,0.09,1.00,,2.00,0.00,
58880,"Def Time",70,0.47,0.21,1.00,,1.56,0.00,
58880,"Ext Inv",60,5.64,0.02,1.00,,2.00,0.00,
58880,"Inv",10,8.93,0.17,1.00,,2.09,0.00,
58880,"Long Inv",30,5.61,2.18,1.00,,1.00,0.00,
58880,"Mod Inv",40,0.01,0.02,1.00,,0.02,0.00,
58880,"Short Inv",20,0.26,0.03,1.00,,1.29,0.00,
58880,"Very Inv",50,3.92,0.09,1.00,,2.00,0.00,
58886,"Def Time",70,0.47,0.21,1.00,,1.56,0.00,
58886,"Ext Inv",60,5.64,0.02,1.00,,2.00,0.00,
58886,"Inv",10,8.93,0.17,1.00,,2.09,0.00,
58886,"Long Inv",30,5.61,2.18,1.00,,1.00,0.00,
58886,"Mod Inv",40,0.01,0.02,1.00,,0.02,0.00,
58886,"Short Inv",20,0.26,0.03,1.00,,1.29,0.00,
58886,"Very Inv",50,3.92,0.09,1.00,,2.00,0.00,
58901,"Def Time",70,0.47,0.21,1.00,,1.56,0.00,
58901,"Ext Inv",60,5.64,0.02,1.00,,2.00,0.00,
58901,"Inv",10,8.93,0.17,1.00,,2.09,0.00,
58901,"Long Inv",30,5.61,2.18,1.00,,1.00,0.00,
58901,"Mod Inv",40,0.01,0.02,1.00,,0.02,0.00,
58901,"Short Inv",20,0.26,0.03,1.00,,1.29,0.00,
58901,"Very Inv",50,3.92,0.09,1.00,,2.00,0.00,
58926,"Definite Inverse",70,0.47,0.21,1.00,,1.56,0.00,
58926,"Extremely Inverse",60,5.64,0.02,1.00,,2.00,0.00,
58926,"Inverse",10,8.93,0.17,1.00,,2.09,0.00,
58926,"Long Inverse",30,5.61,2.18,1.00,,1.00,0.00,
58926,"Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
58926,"Short Inverse",20,0.26,0.03,1.00,,1.29,0.00,
58926,"Very Inverse",50,3.92,0.09,1.00,,2.00,0.00,
58941,"Definite Inverse",70,0.47,0.21,1.00,,1.56,0.00,
58941,"Extremely Inverse",60,5.64,0.02,1.00,,2.00,0.00,
58941,"Inverse",10,8.93,0.17,1.00,,2.09,0.00,
58941,"Long Inverse",30,5.61,2.18,1.00,,1.00,0.00,
58941,"Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
58941,"Short Inverse",20,0.26,0.03,1.00,,1.29,0.00,
58941,"Very Inverse",50,3.92,0.09,1.00,,2.00,0.00,
58956,"Definite Inverse",70,0.47,0.21,1.00,,1.56,0.00,
58956,"Extremely Inverse",60,5.64,0.02,1.00,,2.00,0.00,
58956,"Inverse",10,8.93,0.17,1.00,,2.09,0.00,
58956,"Long Inverse",30,5.61,2.18,1.00,,1.00,0.00,
58956,"Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
58956,"Short Inverse",20,0.26,0.03,1.00,,1.29,0.00,
58956,"Very Inverse",50,3.92,0.09,1.00,,2.00,0.00,
58972,"Definite Inverse",70,0.47,0.21,1.00,,1.56,0.00,
58972,"Extremely Inverse",60,5.64,0.02,1.00,,2.00,0.00,
58972,"Inverse",10,8.93,0.17,1.00,,2.09,0.00,
58972,"Long Inverse",30,5.61,2.18,1.00,,1.00,0.00,
58972,"Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
58972,"Short Inverse",20,0.26,0.03,1.00,,1.29,0.00,
58972,"Very Inverse",50,3.92,0.09,1.00,,2.00,0.00,
59038,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
59038,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
59038,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
59038,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
59038,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
59038,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
59038,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
59053,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
59053,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
59053,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
59053,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
59053,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
59053,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
59053,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
59088,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
59088,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
59088,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
59088,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
59088,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
59088,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
59088,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
59103,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
59103,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
59103,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
59103,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
59103,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
59103,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
59103,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
59142,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
59142,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
59142,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
59142,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
59142,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
59142,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
59142,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
59159,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
59159,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
59159,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
59159,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
59159,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
59159,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
59159,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
59173,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
59173,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
59173,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
59173,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
59173,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
59173,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
59173,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
59395,"D, Definite Inverse",30,0.47,0.21,1.00,,1.56,0.00,
59395,"E, Extremely Inverse",70,5.64,0.02,1.00,,2.00,0.00,
59395,"I, Inverse Time",50,8.93,0.17,1.00,,2.09,0.00,
59395,"L, Long Inverse",20,5.61,2.18,1.00,,1.00,0.00,
59395,"M, Moderately Inverse",40,0.01,0.02,1.00,,0.02,0.00,
59395,"S, Short Inverse",10,0.26,0.03,1.00,,1.29,0.00,
59395,"V, Very Inverse",60,3.92,0.09,1.00,,2.00,0.00,
59649,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.00,
59649,"E, Extremely Inverse",40,28.27,0.12,1.00,,2.00,0.00,
59649,"I, Inverse Time",20,8.93,0.17,1.00,,2.09,0.00,
59649,"M, Moderately Inverse",10,0.01,0.02,1.00,,0.02,0.00,
59649,"V, Very Inverse",30,3.92,0.09,1.00,,2.00,0.00,
59711,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.00,
59711,"E, Extremely Inverse",40,28.27,0.12,1.00,,2.00,0.00,
59711,"I, Inverse Time",20,8.93,0.17,1.00,,2.09,0.00,
59711,"M, Moderately Inverse",10,0.01,0.02,1.00,,0.02,0.00,
59711,"V, Very Inverse",30,3.92,0.09,1.00,,2.00,0.00,
59777,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.00,
59777,"E, Extremely Inverse",40,28.27,0.12,1.00,,2.00,0.00,
59777,"I, Inverse Time",20,8.93,0.17,1.00,,2.09,0.00,
59777,"M, Moderately Inverse",10,0.01,0.02,1.00,,0.02,0.00,
59777,"V, Very Inverse",30,3.92,0.09,1.00,,2.00,0.00,
60196,"Extremely Inverse",60,7.76,0.02,1.00,,2.09,0.02,
60196,"Inverse",10,8.93,0.17,1.00,,2.09,0.02,
60196,"Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
60196,"Moderately Inverse",40,0.30,0.12,1.00,,0.50,0.02,
60196,"Short Inverse",20,0.26,0.03,1.00,,1.29,0.02,
60196,"Slightly Inverse",70,0.47,0.21,1.00,,1.56,0.02,
60196,"Very Inverse",50,5.46,0.10,1.00,,2.04,0.02,
60206,"Extremely Inverse",60,7.76,0.02,1.00,,2.09,0.02,
60206,"Inverse",10,8.93,0.17,1.00,,2.09,0.02,
60206,"Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
60206,"Moderately Inverse",40,0.30,0.12,1.00,,0.50,0.02,
60206,"Short Inverse",20,0.26,0.03,1.00,,1.29,0.02,
60206,"Slightly Inverse",70,0.47,0.21,1.00,,1.56,0.02,
60206,"Very Inverse",50,5.46,0.10,1.00,,2.04,0.02,
60216,"Extremely Inverse",60,7.76,0.02,1.00,,2.09,0.02,
60216,"Inverse",10,8.93,0.17,1.00,,2.09,0.02,
60216,"Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
60216,"Moderately Inverse",40,0.30,0.12,1.00,,0.50,0.02,
60216,"Short Inverse",20,0.26,0.03,1.00,,1.29,0.02,
60216,"Slightly Inverse",70,0.47,0.21,1.00,,1.56,0.02,
60216,"Very Inverse",50,5.46,0.10,1.00,,2.04,0.02,
60226,"Extremely Inverse",60,7.76,0.02,1.00,,2.09,0.02,
60226,"Inverse",10,8.93,0.17,1.00,,2.09,0.02,
60226,"Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
60226,"Moderately Inverse",40,0.30,0.12,1.00,,0.50,0.02,
60226,"Short Inverse",20,0.26,0.03,1.00,,1.29,0.02,
60226,"Slightly Inverse",70,0.47,0.21,1.00,,1.56,0.02,
60226,"Very Inverse",50,5.46,0.10,1.00,,2.04,0.02,
60236,"Extremely Inverse",60,7.76,0.02,1.00,,2.09,0.02,
60236,"Inverse",10,8.93,0.17,1.00,,2.09,0.02,
60236,"Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
60236,"Moderately Inverse",40,0.30,0.12,1.00,,0.50,0.02,
60236,"Short Inverse",20,0.26,0.03,1.00,,1.29,0.02,
60236,"Slightly Inverse",70,0.47,0.21,1.00,,1.56,0.02,
60236,"Very Inverse",50,5.46,0.10,1.00,,2.04,0.02,
60246,"Extremely Inverse",60,7.76,0.02,1.00,,2.09,0.02,
60246,"Inverse",10,8.93,0.17,1.00,,2.09,0.02,
60246,"Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
60246,"Moderately Inverse",40,0.30,0.12,1.00,,0.50,0.02,
60246,"Short Inverse",20,0.26,0.03,1.00,,1.29,0.02,
60246,"Slightly Inverse",70,0.47,0.21,1.00,,1.56,0.02,
60246,"Very Inverse",50,5.46,0.10,1.00,,2.04,0.02,
60636,"IEEE Extremely Inverse",30,28.20,0.12,1.00,,2.00,0.02,
60636,"IEEE Moderately Inverse",10,0.05,0.11,1.00,,0.02,0.02,
