"ParentID","CurveName","Ordinal","vA","vB","vC","vD","vN","vK","vR"
78756,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78756,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78756,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78756,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78756,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78756,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78756,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78756,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78756,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78756,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78756,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78756,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78756,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78761,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78761,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78761,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78761,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78761,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78761,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78761,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78761,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78761,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78761,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78761,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78761,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78761,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78761,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78761,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78766,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78766,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78766,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78766,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78766,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78766,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78766,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78766,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78766,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78766,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78766,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78766,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78766,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78766,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78766,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78772,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78772,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78772,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78772,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78772,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78772,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78772,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78772,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78772,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78772,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78772,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78772,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78772,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78772,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78772,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78777,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78777,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78777,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78777,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78777,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78777,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78777,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78777,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78777,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78777,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78777,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78777,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78777,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78777,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78777,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78782,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78782,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78782,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78782,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78782,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78782,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78782,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78782,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78782,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78782,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78782,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78782,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78782,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78782,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78782,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78788,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78788,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78788,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78788,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78788,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78788,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78788,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78788,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78788,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78788,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78788,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78788,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78788,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78788,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78788,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78793,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78793,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78793,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78793,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78793,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78793,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78793,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78793,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78793,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78793,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78793,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78793,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78793,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78793,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78793,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78809,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78809,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78809,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78809,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78809,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78809,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78809,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78809,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78809,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78809,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78809,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78809,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78809,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78809,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78809,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78815,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78815,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78815,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78815,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78815,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78815,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78815,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78815,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78815,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78815,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78815,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78815,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78815,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78815,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78815,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78824,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78824,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78824,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78824,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78824,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78824,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78824,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78824,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78824,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78824,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78824,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78824,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78824,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78824,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78824,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78829,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78829,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78829,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78829,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78829,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78829,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78829,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78829,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78829,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78829,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78829,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78829,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78829,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78829,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78829,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78834,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78834,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78834,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78834,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78834,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78834,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78834,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78834,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78834,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78834,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78834,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78834,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78834,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78834,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78834,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78839,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78839,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78839,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78839,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78839,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78839,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78839,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78839,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78839,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78839,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78839,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78839,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78839,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78839,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78839,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78849,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78849,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78849,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78849,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78849,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78849,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78849,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78849,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78849,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78849,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78849,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78849,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78849,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78849,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78849,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78854,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78854,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78854,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78854,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78854,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78854,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78854,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78854,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78854,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78854,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78854,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78854,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78854,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78854,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78854,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78859,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78859,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78859,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78859,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78859,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78859,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78859,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78859,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78859,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78859,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78859,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78859,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78859,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78859,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78859,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78864,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78864,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78864,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78864,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78864,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78864,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78864,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78864,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78864,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78864,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78864,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78864,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78864,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78864,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78864,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78871,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78871,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78871,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78871,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78871,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78871,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78871,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78871,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78871,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78871,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78871,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78871,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78871,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78871,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78871,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78876,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78876,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78876,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78876,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78876,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78876,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78876,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78876,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78876,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78876,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78876,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78876,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78876,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78876,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78876,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78881,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78881,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78881,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78881,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78881,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78881,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78881,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78881,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78881,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78881,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78881,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78881,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78881,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78881,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78881,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
78886,"B (BS142-B), V Inv",130,1.46,0.00,1.00,,1.04,0.02,
78886,"C (BS142-C), Ext Inv",140,8.25,0.00,1.00,,2.04,0.02,
78886,"D (CO-6), Def Time",50,0.47,0.21,1.00,,1.56,0.02,
78886,"E (CO-11), Ext Inv",110,7.76,0.02,1.00,,2.09,0.02,
78886,"E (IAC 77), Ext Inv",120,4.98,0.01,1.00,,2.04,0.02,
78886,"F, Fixed Time",150,0.00,1.00,0.00,,0.00,0.00,
78886,"I (CO-8), Inv",70,8.93,0.17,1.00,,2.09,0.02,
78886,"I (IAC 51), Inv",80,0.27,0.10,1.00,,0.43,0.02,
78886,"L (CO-5), Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
78886,"L (IAC 66), Long Inv",40,2.39,2.0e-05,1.00,,0.31,0.02,
78886,"M (CO-7), Mod Inv",60,0.30,0.12,1.00,,0.50,0.02,
78886,"S (CO-2), Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
78886,"S (IAC55), Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
78886,"V (CO-9), V Inv",90,5.46,0.10,1.00,,2.04,0.02,
78886,"V (IAC 53), V Inv",100,4.43,0.09,1.00,,1.95,0.02,
79620,"A, Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
79620,"B, Very Inverse (It)",140,1.46,0.00,1.00,,1.04,0.02,
79620,"C, Extremely Inverse",150,8.25,0.00,1.00,,2.04,0.02,
79620,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
79620,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
79620,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
79620,"G, Long Time Inverse",160,12.12,0.00,1.00,,1.00,0.02,
79620,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
79620,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
79620,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
79620,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
